sentiment,timestamp,text,clean_text
0,Mon Apr 06 22:20:40 PDT 2009,this week is not going as i had hoped ,week going hoped
0,Mon Apr 06 22:20:41 PDT 2009,blagh class at 8 tomorrow ,blagh class 8 tomorrow
0,Mon Apr 06 22:20:44 PDT 2009,I hate when I have to call and wake people up ,hate call wake people
0,Mon Apr 06 22:20:50 PDT 2009,Just going to cry myself to sleep after watching Marley and Me.  ,going cry sleep watching marley
0,Mon Apr 06 22:20:52 PDT 2009,im sad now  Miss.Lilly,im sad miss lilly
0,Mon Apr 06 22:20:56 PDT 2009,ooooh.... LOL  that leslie.... and ok I won't do it again so leslie won't  get mad again ,ooooh lol leslie ok leslie get mad
0,Mon Apr 06 22:21:04 PDT 2009,Meh... Almost Lover is the exception... this track gets me depressed every time. ,meh almost lover exception track get depressed every time
0,Mon Apr 06 22:21:07 PDT 2009,some1 hacked my account on aim  now i have to make a new one,some1 hacked account aim make new one
0,Mon Apr 06 22:21:07 PDT 2009,@alielayus I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though,alielayus want go promote gear groove unfornately ride may b going one anaheim may though
0,Mon Apr 06 22:21:09 PDT 2009,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! ,thought sleeping option tomorrow realizing evaluation morning work afternoon
0,Mon Apr 06 22:21:11 PDT 2009,@julieebaby awe i love you too!!!! 1 am here  i miss you,julieebaby awe love 1 miss
0,Mon Apr 06 22:21:21 PDT 2009,@HumpNinja I cry my asian eyes to sleep at night ,humpninja cry asian eye sleep night
0,Mon Apr 06 22:21:20 PDT 2009,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,ok sick spent hour sitting shower cause sick stand held back puke like champ bed
0,Mon Apr 06 22:21:27 PDT 2009,@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,cocomix04 ill tell ya story later good day ill workin like three hour
0,Mon Apr 06 22:21:30 PDT 2009,@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,missxu sorry bed time came gmt 1
0,Mon Apr 06 22:21:32 PDT 2009,@fleurylis I don't either. Its depressing. I don't think I even want to know about the kids in suitcases. ,fleurylis either depressing think even want know kid suitcase
0,Mon Apr 06 22:21:39 PDT 2009,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,bed class 8 12 work 12 3 gym 3 5 6 class 6 10 another day gon na fly miss girlfriend
0,Mon Apr 06 22:21:39 PDT 2009,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,really feel like getting today got study tomorrow practical exam
0,Mon Apr 06 22:21:46 PDT 2009,He's the reason for the teardrops on my guitar the only one who has enough of me to break my heart ,reason teardrop guitar one enough break heart
0,Mon Apr 06 22:21:49 PDT 2009,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!",sad sad sad know hate feeling wan na sleep still
0,Mon Apr 06 22:21:53 PDT 2009,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,jonathanrknight awww soo wish see finally comfortable im sad missed
0,Mon Apr 06 22:21:56 PDT 2009,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,falling asleep heard tracy girl body found sad heart break family
0,Mon Apr 06 22:22:05 PDT 2009,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,viennah yay happy job also mean less time
0,Mon Apr 06 22:22:06 PDT 2009,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?",checked user timeline blackberry look like twanking still happening ppl still probs w bgs uids
0,Mon Apr 06 22:22:07 PDT 2009,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,oh man ironing jeancjumbe fave top wear meeting burnt
0,Mon Apr 06 22:22:13 PDT 2009,is strangely sad about LiLo and SamRo breaking up. ,strangely sad lilo samro breaking
0,Mon Apr 06 22:22:25 PDT 2009,@tea oh! i'm so sorry  i didn't think about that before retweeting.,tea oh sorry think retweeting
0,Mon Apr 06 22:22:23 PDT 2009,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,broadband plan massive broken promise via still waiting broadband
0,Mon Apr 06 22:22:24 PDT 2009,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ",localtweeps wow ton reply may unfollow see friend tweet scrolling feed lot
0,Mon Apr 06 22:22:26 PDT 2009,our duck and chicken are taking wayyy too long to hatch ,duck chicken taking wayyy long hatch
0,Mon Apr 06 22:22:30 PDT 2009,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",put vacation photo online yr ago pc crashed forget name site
0,Mon Apr 06 22:22:32 PDT 2009,I need a hug ,need hug
0,Mon Apr 06 22:22:37 PDT 2009,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ",andywana sure po much want dont think trade away company asset sorry andy
0,Mon Apr 06 22:22:47 PDT 2009,@oanhLove I hate when that happens... ,oanhlove hate happens
0,Mon Apr 06 22:22:47 PDT 2009,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",sad feeling dallas going show got ta say though think show would use music game mmm
0,Mon Apr 06 22:22:49 PDT 2009,Ugh....92 degrees tomorrow ,ugh 92 degree tomorrow
0,Mon Apr 06 22:22:49 PDT 2009,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,u move thought u already sd hmmm random u found glad hear yer well
0,Mon Apr 06 22:22:52 PDT 2009,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?",batmanyng miss ps3 commission wutcha playing copped blood sand
0,Mon Apr 06 22:22:55 PDT 2009,just leaving the parking lot of work! ,leaving parking lot work
0,Mon Apr 06 22:23:03 PDT 2009,The Life is cool. But not for Me. ,life cool
0,Mon Apr 06 22:23:08 PDT 2009,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ",sadly though never gotten experience post coitus cigarette never
0,Mon Apr 06 22:23:09 PDT 2009,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,nice day bad rain come tomorrow 5am
0,Mon Apr 06 22:23:15 PDT 2009,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks ,starrbby bad around lost job even pay phone bill lmao aw shuck
0,Mon Apr 06 22:23:23 PDT 2009,Damm back to school tomorrow ,damm back school tomorrow
0,Mon Apr 06 22:23:28 PDT 2009,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?",mo job money hell min wage 4 f n clam hour
0,Mon Apr 06 22:23:28 PDT 2009,@katortiz  Not forever... See you soon!,katortiz forever see soon
0,Mon Apr 06 22:23:30 PDT 2009,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. ",lt algonquin agreed saw failwhale allllll day today
0,Mon Apr 06 22:23:35 PDT 2009,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,jdarter oh haha dude dont really look em unless someone say hey added sorry terrible need pop
0,Mon Apr 06 22:23:39 PDT 2009,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,ninjen sure right need start working nikster jared least
0,Mon Apr 06 22:23:43 PDT 2009,i really hate how people diss my bands!  Trace is clearly NOT ugly!,really hate people dis band trace clearly ugly
0,Mon Apr 06 22:23:43 PDT 2009,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",gym attire today puma singlet adidas short black business sock leather shoe lucky run cute girl
0,Mon Apr 06 22:23:45 PDT 2009,Why won't you show my location?!   http://twitpic.com/2y2es,show location
0,Mon Apr 06 22:25:44 PDT 2009,No picnic  my phone smells like citrus.,picnic phone smell like citrus
0,Mon Apr 06 22:25:44 PDT 2009,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. ",ashleyac donkey sensitive comment nevertheless glad see mug asap charger still awol
0,Mon Apr 06 22:25:45 PDT 2009,No new csi tonight.  FML,new csi tonight fml
0,Mon Apr 06 22:25:46 PDT 2009,i think my arms are sore from tennis ,think arm sore tennis
0,Mon Apr 06 22:25:49 PDT 2009,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ,wonder someone u like much make unhappy split seccond depressed
0,Mon Apr 06 22:25:52 PDT 2009,sleep soon... i just hate saying bye and see you tomorrow for the night. ,sleep soon hate saying bye see tomorrow night
0,Mon Apr 06 22:25:53 PDT 2009,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ",statravelau got ur newsletter fare really unbelievable shame already booked paid mine
0,Mon Apr 06 22:25:53 PDT 2009,missin' the boo ,missin boo
0,Mon Apr 06 22:25:54 PDT 2009,@markhardy1974 Me too  #itm,markhardy1974 itm
0,Mon Apr 06 22:25:54 PDT 2009,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS ,damn chalk chalkboard useless
0,Mon Apr 06 22:25:56 PDT 2009,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too ",blast getty villa hate sore throat day getting worse
0,Mon Apr 06 22:26:02 PDT 2009,@msdrama hey missed ya at the meeting  sup mama,msdrama hey missed ya meeting sup mama
0,Mon Apr 06 22:26:06 PDT 2009,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",tummy hurt wonder hypnosis anything working get stop smoking
0,Mon Apr 06 22:26:08 PDT 2009,why is it always the fat ones?! ,always fat one
0,Mon Apr 06 22:26:10 PDT 2009,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",januarycrimson sorry babe fam annoys thankfully asleep right muahaha evil laugh
0,Mon Apr 06 22:26:10 PDT 2009,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,hollywoodheat paid attention covered photoshop webpage design class undergrad
0,Mon Apr 06 22:26:14 PDT 2009,wednesday my b-day! don't know what 2 do!! ,wednesday b day know 2
0,Mon Apr 06 22:26:18 PDT 2009,Poor cameron (the hills) ,poor cameron hill
0,Mon Apr 06 22:26:21 PDT 2009,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache ",pray please ex threatening start sh baby 1st birthday party jerk still headache
0,Mon Apr 06 22:26:22 PDT 2009,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",makeherfamous hmm u really enjoy problem constant u think thing find someone ulike
0,Mon Apr 06 22:26:27 PDT 2009,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,strider sick little puppy
0,Mon Apr 06 22:26:28 PDT 2009,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....",rylee grace wana go steve party sadly since easter wnt b able 2 much ohh well
0,Mon Apr 06 22:26:29 PDT 2009,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money ",hey actually one bracket pool bad one money
0,Mon Apr 06 22:26:29 PDT 2009,"@stark YOU don't follow me, either  and i work for you!",stark follow either work
0,Mon Apr 06 22:26:33 PDT 2009,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,bad nite favorite team astros spartan lose nite w good
0,Mon Apr 06 22:26:33 PDT 2009, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,body missing northern calif girl found police found remains missing northern california girl
0,Mon Apr 06 22:26:38 PDT 2009,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ",mangaaa hope increase capacity fast yesterday pain got fail whale 15 time 2 hour
0,Mon Apr 06 22:26:42 PDT 2009,Behind on my classes for work ,behind class work
0,Mon Apr 06 22:26:43 PDT 2009,watching &quot;House&quot; ,watching quot house quot
0,Mon Apr 06 22:26:45 PDT 2009,@kpreyes Remember my bum leg? Strikes back this time its serious ,kpreyes remember bum leg strike back time serious
0,Mon Apr 06 22:26:45 PDT 2009,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ",paradisej cool kind complaint laptop online overheating recall
0,Mon Apr 06 22:26:48 PDT 2009,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014,emily glad mommy done training new job miss
0,Mon Apr 06 22:26:49 PDT 2009,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?,would rather first party send bad message 3rd party send mixed one sophmore year
0,Mon Apr 06 22:26:52 PDT 2009,@Henkuyinepu it's overrated ,henkuyinepu overrated
0,Mon Apr 06 22:26:54 PDT 2009,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times ,marykatherine q know heard afternoon wondered thing moscow behind time
0,Mon Apr 06 22:26:54 PDT 2009,laying in bed with no voice.. ,laying bed voice
0,Mon Apr 06 22:26:57 PDT 2009,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,sooo sad killed kutner house whyyyyyyyy
0,Mon Apr 06 22:27:00 PDT 2009,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.,jacobsummers sorry tell mea culpa really sorry
0,Mon Apr 06 22:26:58 PDT 2009,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. ",alliana07 make sense suicide thing refuse believe actually happened
0,Mon Apr 06 22:27:02 PDT 2009,@salancaster  hope your ok.,salancaster hope ok
0,Mon Apr 06 22:27:08 PDT 2009,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,mercedesashley damn grind inspirational saddening time want stop cuz like u much love
0,Mon Apr 06 22:27:15 PDT 2009,@HibaNick yeah aw but i know i wudnt stand a chance ,hibanick yeah aw know wudnt stand chance
0,Mon Apr 06 22:27:16 PDT 2009,ugh. cant sleep. its 1:30am. ,ugh cant sleep 1 30am
0,Mon Apr 06 22:27:16 PDT 2009,Hanging in Crooners. Wanna sing. Can't. Sucks. ,hanging crooner wan na sing suck
0,Mon Apr 06 22:27:18 PDT 2009,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! ,erre sc aaw miss ya im leaving bh tomorrow quot morning quot think aww wan na go beach w u girl
0,Mon Apr 06 22:27:21 PDT 2009,Is pissed off that there's no ASBA's for a radio station. ,pissed asba radio station
0,Mon Apr 06 22:27:22 PDT 2009,wednesday my b-day n don't know what 2 do!  ,wednesday b day n know 2
0,Mon Apr 06 22:27:25 PDT 2009,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. ,know life flipped upside thought head ramen sound good
0,Mon Apr 06 22:27:31 PDT 2009,I am in pain. My back and sides hurt. Not to mention crying is made of fail. ,pain back side hurt mention cry made fail
0,Mon Apr 06 22:27:34 PDT 2009,"Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... ",late night snack glass oj b c quot sickness quot back sleep ugh hate getting sick
0,Mon Apr 06 22:27:35 PDT 2009,@allyheman but.. but.. but.. I'm not a big fan on camilla belle ,allyheman big fan camilla belle
0,Mon Apr 06 22:27:45 PDT 2009,"@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine ",grum wah see clip must el stupido work filter wait till get puter something else 2 blame ex 4 broke mine
0,Mon Apr 06 22:27:45 PDT 2009,This week just seems to get longer and longer in terms of how much I need to do.. and how much I'm actually going to get done ,week seems get longer longer term much need much actually going get done
0,Mon Apr 06 22:27:55 PDT 2009,I'm so cold ,cold
0,Mon Apr 06 22:27:56 PDT 2009,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ,thecoolestout ehhh weather gon na take turn ugly tomorrow
0,Mon Apr 06 22:27:56 PDT 2009,@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff,chelserlynn haha cooooold still go show incredible stuff
0,Mon Apr 06 22:27:57 PDT 2009,Hoping the tummy rumbles go away soon ,hoping tummy rumble go away soon
0,Mon Apr 06 22:28:02 PDT 2009,"@Knights_ No, no notice. They told me I'd be working tomorrow, and then I called the agency to follow up and they said it was over. ",knight notice told working tomorrow called agency follow said
0,Mon Apr 06 22:28:03 PDT 2009,almost bedtime ,almost bedtime
0,Mon Apr 06 22:28:04 PDT 2009,I'm missing you babe..  but as long as your alive I'm happy.. Yawwwnn.. I'm tired my love imma try to sleep hopefully you had a headstart,missing babe long alive happy yawwwnn tired love imma try sleep hopefully headstart
0,Mon Apr 06 22:28:05 PDT 2009,Agh...snow!!! ,agh snow
0,Mon Apr 06 22:28:07 PDT 2009,i miss kenny powers ,miss kenny power
0,Mon Apr 06 22:28:09 PDT 2009,"@BridgetsBeaches Thank you for letting people know, but now I'm sad that the direct message I got wasn't actually from Bridget ",bridgetsbeaches thank letting people know sad direct message got actually bridget
0,Mon Apr 06 22:28:11 PDT 2009,"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. ",india missed 100th test victory n 10th consecutive win without loss
0,Mon Apr 06 22:28:11 PDT 2009,@JonathanRKnight I guess that's a no then. ,jonathanrknight guess
0,Mon Apr 06 22:28:15 PDT 2009,sadly is going to bed. ,sadly going bed
0,Mon Apr 06 22:28:18 PDT 2009,@ozesteph1992 Shame to hear this Stephan ,ozesteph1992 shame hear stephan
0,Mon Apr 06 22:28:21 PDT 2009,@mrsaintnick hey! i'm leavin in the morning... ,mrsaintnick hey leavin morning
0,Mon Apr 06 22:28:23 PDT 2009,"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left ",intending finish editing 536 page novel manuscript tonight probably happen 12 page left
0,Mon Apr 06 22:28:24 PDT 2009,laid around too much today... now my head hurts ,laid around much today head hurt
0,Mon Apr 06 22:28:24 PDT 2009,@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.,twista202 still read 9th amp 10th princess diary saving francesca made cry end hmm easy book
0,Mon Apr 06 22:28:26 PDT 2009,my nokia 1110 died..  ,nokia 1110 died
0,Mon Apr 06 22:28:26 PDT 2009,My mom might have breast cancer won't find out anything for. Like a week I'm so worried! ,mom might breast cancer find anything like week worried
0,Mon Apr 06 22:28:33 PDT 2009,Going to sleep. Hoping tomorrow is a better day. ,going sleep hoping tomorrow better day
0,Mon Apr 06 22:28:32 PDT 2009,@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,rumblepurr lol wish understood daylight saving ended though breakfast hour later keep waking kid
0,Mon Apr 06 22:28:32 PDT 2009,@onemoreproject that is lame ,onemoreproject lame
0,Mon Apr 06 22:28:38 PDT 2009,I don't understand... I really don't ,understand really
0,Mon Apr 06 22:28:38 PDT 2009,HEROES just isn't doing it for me this season... ,hero season
0,Mon Apr 06 22:28:45 PDT 2009,Living not downtown sure isn't much fun.  ,living downtown sure much fun
0,Mon Apr 06 22:28:48 PDT 2009,@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,jonathanchard calorie wise wish junk food calorie free ate thing sour skittle big as cherry coke
0,Mon Apr 06 22:28:51 PDT 2009,Man Work is Hard ,man work hard
0,Mon Apr 06 22:30:34 PDT 2009,"getting sick  time for some hot tea, studying, and then sleeeep",getting sick time hot tea studying sleeeep
0,Mon Apr 06 22:30:34 PDT 2009,Getting eyebrows waxed. More pain ,getting eyebrow waxed pain
0,Mon Apr 06 22:30:45 PDT 2009,No phantasy star yesterday  going to work...,phantasy star yesterday going work
0,Mon Apr 06 22:30:50 PDT 2009,Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well ,oh got macheist 3 0 apps sweet get espresso serial though although said sent oh well
0,Mon Apr 06 22:30:54 PDT 2009,Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too ,picked mich st win get go feeling pretty good pick way tonight lost
0,Mon Apr 06 22:30:55 PDT 2009,is alone downstairs...working ,alone downstairs working
0,Mon Apr 06 22:30:56 PDT 2009,I feel bad for doing it ,feel bad
0,Mon Apr 06 22:31:05 PDT 2009,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. ",ryanseacrest hate anoop mean seriously kinda mean
0,Mon Apr 06 22:31:09 PDT 2009,@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ,pinkserendipity yes sprint 4g baltimore chicago far
0,Mon Apr 06 22:31:15 PDT 2009,I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. ,stuck awake middle night second day row felt terrible yesterday
0,Mon Apr 06 22:31:18 PDT 2009,Thanks for bursting my bubble ,thanks bursting bubble
0,Mon Apr 06 22:31:29 PDT 2009,Going to school soon... can't find anything to wear!! gosh it's so hard ,going school soon find anything wear gosh hard
0,Mon Apr 06 22:31:31 PDT 2009,@marieclr I was serious  LOL,marieclr serious lol
0,Mon Apr 06 22:31:37 PDT 2009,@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,naughtyhaughty page sooooo long got deleted sad day history
0,Mon Apr 06 22:31:35 PDT 2009,Crazy wind today = no birding  http://ff.im/1XTTi,crazy wind today birding
0,Mon Apr 06 22:31:40 PDT 2009,currently at work.. ,currently work
0,Mon Apr 06 22:31:41 PDT 2009,Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. ,grrr ipod acting weird jai ho thinking playing full song ughh
0,Mon Apr 06 22:31:43 PDT 2009,@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!,penndbad send dvd co missed heap happy
0,Mon Apr 06 22:31:45 PDT 2009,i don't see the big deal with this website ,see big deal website
0,Mon Apr 06 22:31:48 PDT 2009,@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,machineplay sorry go therapyfail
0,Mon Apr 06 22:31:50 PDT 2009,@ColinDeMar Far too out of the way for rail.  any other tips?,colindemar far way rail tip
0,Mon Apr 06 22:31:54 PDT 2009,I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.,still swear keep losing gaining losing gaining tweeps heart wrenching
0,Mon Apr 06 22:31:56 PDT 2009,"Today I realized I am too good at hiding things, even I can't find it ",today realized good hiding thing even find
0,Mon Apr 06 22:31:57 PDT 2009,"Staying at a friends house...house sitting, neighbors are SO loud-having a party ",staying friend house house sitting neighbor loud party
0,Mon Apr 06 22:31:59 PDT 2009,@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,dannyvegasbaby danny im upset wasnt watch live chat car 3 hour trip im soooo upset
0,Mon Apr 06 22:32:02 PDT 2009,Check out my mug  http://www.erika-obscura.blogspot.com,check mug
0,Mon Apr 06 22:32:06 PDT 2009,Borders closed at 10 ,border closed 10
0,Mon Apr 06 22:32:12 PDT 2009,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days ,downloading nin new album quot slip quot hell come behind time day
0,Mon Apr 06 22:32:16 PDT 2009,Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! ,woke already written e mail go early university today teach 8 30
0,Mon Apr 06 22:32:20 PDT 2009,is watching the hill . . .and its making me sad ,watching hill making sad
0,Mon Apr 06 22:32:22 PDT 2009,So many channels.... yet so so boring... lazy day again  may have to find a hobby,many channel yet boring lazy day may find hobby
0,Mon Apr 06 22:32:23 PDT 2009,@supersport I miss my buddy  ill be in NY on the 25th,supersport miss buddy ill ny 25th
0,Mon Apr 06 22:32:28 PDT 2009,@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people,robluketic love french tell people south qtr french snarl french beautiful people
0,Mon Apr 06 22:32:28 PDT 2009,Opps.. As I said.. I still got one day remain and now problem come ,opps said still got one day remain problem come
0,Mon Apr 06 22:32:30 PDT 2009,"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb",activated selfcontrol block early meaning check new qc regularizing internal clock might difficult fb
0,Mon Apr 06 22:32:31 PDT 2009,@HillyDoP  oH NO,hillydop oh
0,Mon Apr 06 22:32:36 PDT 2009,spencer is not a good guy. ,spencer good guy
